Price + Delivery	Condition	Seller Information	Delivery
  1,318.91 | Prime : Yes |  | Pay on Delivery eligible	Renewed	Kohinoor06 | 2.5 out of 5 stars  | 50% positive | 4 total rating	Fullfilled by Amazon
  1,318.91 | Prime : Yes |  | Pay on Delivery eligible	Renewed	ShivaSheesh | 3 out of 5 stars  | 50% positive | 54 total rating	Fullfilled by Amazon
  1,318.91 | Prime : Yes |  | Pay on Delivery eligible	Renewed	Rama's Shop Packers | 4.5 out of 5 stars  | 89% positive | 45 total rating	Fullfilled by Amazon
  1,318.92 | Prime : No |  | Pay on Delivery eligible	Renewed	ecomstars | 4 out of 5 stars  | 82% positive | 2,859 total rating	Fullfilled by Amazon
