Price + Delivery	Condition	Seller Information	Delivery
  399.00 | Prime : Yes |  | Pay on Delivery eligible	New	CZARTECH | 5 out of 5 stars  | 96% positive | 1,219 total rating	Fullfilled by Amazon
  499.00 | Prime : No |  | Pay on Delivery eligible	New	CZARTECH | 5 out of 5 stars  | 96% positive | 1,219 total rating	Not fulfilled by Amazon
  500.00 | Prime : Yes |  | Pay on Delivery eligible	New	Appario Retail Private Ltd | 4.5 out of 5 stars  | 93% positive | 302,447 total rating	Fullfilled by Amazon
