Price + Delivery	Condition	Seller Information	Delivery
  1,399.00 | Prime : Yes |  | Pay on Delivery eligible	New	Appario Retail Private Ltd | 4.5 out of 5 stars  | 93% positive | 302,274 total rating	Fullfilled by Amazon
  1,549.00 | Prime : No |  | Pay on Delivery eligible	New	UniqueClick | 4 out of 5 stars  | 81% positive | 2,193 total rating	Fullfilled by Amazon
  1,599.00 | Prime : Yes |  | Pay on Delivery eligible	New	Techretailer | 4.5 out of 5 stars  | 90% positive | 142 total rating	Fullfilled by Amazon
  1,799.00 | Prime : No |  | Pay on Delivery eligible	New	NavkarElectronics | 3.5 out of 5 stars  | 59% positive. | 37 total rating	Not fulfilled by Amazon | 5-7 days
