Price + Delivery	Condition	Seller Information	Delivery
  1,599.00 | Prime : No | FREE Delivery | Pay on Delivery eligible	New	Perk Technologies | 3.5 out of 5 stars  | 65% positive. | 17 total rating	Not fulfilled by Amazon | 4-6 days
  1,999.00 | Prime : Yes | FREE Delivery | Pay on Delivery eligible	New	Appario Retail Private Ltd | 4.5 out of 5 stars  | 93% positive | 302,342 total rating	Fullfilled by Amazon
