Price + Delivery	Condition	Seller Information	Delivery
  13,999.00 | Prime : No | FREE Delivery | Pay on Delivery eligible	New	Premium Gadgets Global | 4.5 out of 5 stars  | 89% positive. | 9 total rating	Not fulfilled by Amazon | 24-29 days
  14,999.00 | Prime : Yes | FREE Delivery | Pay on Delivery eligible	New	Peach Imports | 4.5 out of 5 stars  | 84% positive | 498 total rating	Fullfilled by Amazon
  15,999.00 | Prime : No | FREE Delivery | FREE Delivery.	New	Peach Imports | 4.5 out of 5 stars  | 84% positive | 498 total rating	Not fulfilled by Amazon | 12-19 days
