Price + Delivery	Condition	Seller Information	Delivery
  2,090.00 | Prime : No | FREE Delivery | Pay on Delivery eligible	New	B Online Store | 5 out of 5 stars  | 100% positive | 229 total rating	Not fulfilled by Amazon | 6-7 days
  2,200.00 | Prime : Yes | FREE Delivery | Pay on Delivery eligible	New	Forerun computers | 5 out of 5 stars  | 100% positive | 1 total rating	Fullfilled by Amazon
  2,300.00 | Prime : No | FREE Delivery | Pay on Delivery eligible	New	GAMERS ZONE INDIA | Just Launched	Not fulfilled by Amazon
