Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Global Klamp	9904.00	152	14-17 days	0.0	1.0	3.5	67%	0	0	1	2020-08-31 15:19:34.066333
Cart2India SLP	11753.00		14-21 days	1849.0	1.1867	3	46%	0	0	0	2020-08-31 15:19:34.066333
Cart2India Online	11753.00		14-21 days	1849.0	1.1867	3	48%	0	0	0	2020-08-31 15:19:34.066333
