Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
KIDA Retail Private Ltd	699.00			0.0	1.0	4	74%	1	0	0	2020-08-26 13:05:13.239914
FastDeals®	699.00	986		0.0	1.0	4.5	92%	1	0	1	2020-08-26 13:05:13.239914
