Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
RS ENTERPRISES	1228.00	20		0.0	1.0	4	80%	1	0	0	2020-08-26 13:05:13.239914
Catchy Bags	1229.00	124		1.0	1.0008	4.5	94%	1	0	1	2020-08-26 13:05:13.239914
Earth industries	1229.00	30	6-7 days	1.0	1.0008	3	42%	0	0	0	2020-08-26 13:05:13.239914
E-Shop Retail	1249.00	84		21.0	1.0171	4.5	88%	1	0	0	2020-08-26 13:05:13.239914
JKM ENTERPRISES INDIA	1266.00	4	6-7 days	38.0	1.0309	3.5	75%	0	0	0	2020-08-26 13:05:13.239914
EVAN	1270.00			42.0	1.0342	4.5	94%	1	0	0	2020-08-26 13:05:13.239914
DEALS AMAZING	1397.00			169.0	1.1376	4	77%	1	0	0	2020-08-26 13:05:13.239914
TODAY'S DEAL	1397.00			169.0	1.1376	4	80%	1	0	0	2020-08-26 13:05:13.239914
Safari's luggage world	1918.00	27	6-7 days	690.0	1.5619	4	74%	0	0	0	2020-08-26 13:05:13.239914
gsienterprises	1918.00	6	6-7 days	690.0	1.5619	3	50%	0	0	0	2020-08-26 13:05:13.239914
