Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
D-Cart	1023.00	147		0.0	1.0	4.5	86%	1	0	1	2020-07-16 16:09:50.819200
RockON	1119.00	3		96.0	1.0938	2.5	33%	0	0	0	2020-07-16 16:09:50.819200
Titan Company LTD	1515.00	130		492.0	1.4809	4.5	85%	0	0	0	2020-07-16 16:09:50.819200
