Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	1045.00	70		0.0	1.0	4	82%	1	0	1	2020-07-26 12:19:10.593859
Nasher Miles Private Limited	1049.00			4.0	1.0038	5	97%	1	0	0	2020-07-26 12:19:10.593859
ANISH GUPTA HUF	1090.00	17		45.0	1.0431	4	71%	0	0	0	2020-07-26 12:19:10.593859
Cloudtail India	1210.00			165.0	1.1579	4.5	90%	1	1	0	2020-07-26 12:19:10.593859
V-THREE	1462.00	4	7-8 days	417.0	1.399	4	75%	0	0	0	2020-07-26 12:19:10.593859
