Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
World Market	1476.00	39		0.0	1.0	4.5	93%	1	0	1	2020-08-03 21:57:14.034878
Verizoni LLC	1477.00			1.0	1.0007	3.5	69%	1	0	0	2020-08-03 21:57:14.034878
TODAY'S DEAL	1477.00			1.0	1.0007	4	80%	1	0	0	2020-08-03 21:57:14.034878
DEALS AMAZING	1498.00			22.0	1.0149	4	80%	1	0	0	2020-08-03 21:57:14.034878
BAG STREET	1525.00	379		49.0	1.0332	4.5	91%	1	0	0	2020-08-03 21:57:14.034878
Harricane	1530.00	252		54.0	1.0366	3.5	65%	1	0	0	2020-08-03 21:57:14.034878
Bag Square	1750.00	19		274.0	1.1856	4	80%	1	0	0	2020-08-03 21:57:14.034878
VANYA SALES	1899.00	434		423.0	1.2866	4.5	89%	1	0	0	2020-08-03 21:57:14.034878
Adventure Hut	1899.00	9		423.0	1.2866	3	56%	0	0	0	2020-08-03 21:57:14.034878
Verizoni LLC	1899.00			423.0	1.2866	3.5	69%	0	0	0	2020-08-03 21:57:14.034878
