Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	809.00			0.0	1.0	4.5	89%	1	1	1	2020-08-03 21:57:14.034878
SHAURYA RETAILS	815.00	57		6.0	1.0074	3	56%	0	0	0	2020-08-03 21:57:14.034878
Multi Brand Factory	999.00	1		190.0	1.2349	5	100%	0	0	0	2020-08-03 21:57:14.034878
Puma Sports India	1169.00			360.0	1.445	4	79%	1	0	0	2020-08-03 21:57:14.034878
Discount Junction	1259.00	417		450.0	1.5562	3.5	61%	0	0	0	2020-08-03 21:57:14.034878
59 Sales	1259.00	54	8-9 days	450.0	1.5562	4	79%	0	0	0	2020-08-03 21:57:14.034878
Timex Avtansh	1259.00	2	7-8 days	450.0	1.5562	5	100%	0	0	0	2020-08-03 21:57:14.034878
