Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
BAGS KART	1100.00	76		0.0	1.0	4.5	94%	1	0	0	2020-07-13 01:18:07.103169
Cloudtail India	1308.00			208.0	1.1891	4.5	90%	1	1	1	2020-07-13 01:18:07.103169
Baggiz	1500.00	112		400.0	1.3636	4.5	97%	0	0	0	2020-07-13 01:18:07.103169
V-THREE	1729.00	4		629.0	1.5718	4	75%	0	0	0	2020-07-13 01:18:07.103169
