Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1199.00			0.0	1.0	4.5	90%	1	1	1	2020-07-29 07:03:09.631203
Nasher Miles Private Limited	1299.00			100.0	1.0834	5	97%	1	0	0	2020-07-29 07:03:09.631203
Buy More	1399.00			200.0	1.1668	4	84%	1	0	0	2020-07-29 07:03:09.631203
