Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
KKCL	1119.60	402		0.0	1.0	3.5	74%	1	0	1	2020-07-29 14:54:05.205669
COSMUS BAGS PVT LTD	1119.60			0.0	1.0	4.5	94%	0	0	0	2020-07-29 14:54:05.205669
COSMUS BAGS PVT LTD	1199.00			79.4	1.0709	4.5	94%	1	0	0	2020-07-29 14:54:05.205669
