Price + Delivery	Condition	Seller Information	Delivery
  1,410.00 | Prime : Yes |  |   1,410.00	New	World Market | 4.5 out of 5 stars  | 96% positive | 36 total rating	Fullfilled by Amazon
  1,411.00 | Prime : Yes |  |   1,411.00	New	Cloudtail India | 4.5 out of 5 stars  | 90% positive | 1,311,967 total rating	Fullfilled by Amazon
  1,448.00 | Prime : Yes |  |   1,448.00	New	DEALS AMAZING | 4 out of 5 stars  | 81% positive | 1,264 total rating	Fullfilled by Amazon
  1,448.00 | Prime : Yes |  |   1,448.00	New	TODAY'S DEAL | 4 out of 5 stars  | 81% positive | 5,865 total rating	Fullfilled by Amazon
  1,449.00 | Prime : Yes |  |   1,449.00	New	BAG STREET | 4.5 out of 5 stars  | 91% positive | 375 total rating	Fullfilled by Amazon
  1,530.00 | Prime : Yes |  |   1,530.00	New	Harricane | 3.5 out of 5 stars  | 66% positive | 249 total rating	Fullfilled by Amazon
  1,750.00 | Prime : Yes |  |   1,750.00	New	Bag Square | 4 out of 5 stars  | 80% positive | 19 total rating	Fullfilled by Amazon
  1,899.00 | Prime : Yes |  |   1,899.00	New	VANYA SALES | 4.5 out of 5 stars  | 88% positive | 431 total rating	Fullfilled by Amazon
  1,899.00 | Prime : No |  | FREE Delivery.	New	Adventure Hut | 3 out of 5 stars  | 56% positive | 9 total rating	Not fulfilled by Amazon
  1,899.00 | Prime : No |  | +   59.00 Delivery	New	Verizoni LLC | 3.5 out of 5 stars  | 71% positive | 1,129 total rating	Not fulfilled by Amazon
