Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Luggages Limited	1260.00	32		0.0	1.0	4	78%	1	0	1	2020-07-13 15:06:37.919117
cloudind	1299.00			39.0	1.031	4.5	87%	0	0	0	2020-07-13 15:06:37.919117
EFLIP BAGGSKART ECOMMERCE PVT LTD	1299.00	35		39.0	1.031	2.5	41%	0	0	0	2020-07-13 15:06:37.919117
EVAN	1325.00			65.0	1.0516	4.5	93%	1	0	0	2020-07-13 15:06:37.919117
The Skool Shoppe	1571.00		8-10 days	311.0	1.2468			0	0	0	2020-07-13 15:06:37.919117
