Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Myric	2950.00	291	1-4 days	0.0	1.0	4	74%	0	0	0
Classic Network and Computers	2979.00	1,925	11-13 days	29.0	1.0098	4	82%	0	0	0
OMNI RETAIL	2989.00	229		39.0	1.0132	4.5	84%	1	0	1
Raaj Book Point	2999.00	5	11-13 days	49.0	1.0166	5	100%	0	0	0
