Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ShivaSheesh	19990.00	54		0.0	1.0	3	50%	1	0	0
Cambium Retail	19990.00	8,886		0.0	1.0	4.5	90%	1	0	1
e-Bazar	20992.30	44		1002.3	1.0501	3	52%	1	0	0
