Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MyGoodChoice	8290.00	325		0.0	1.0	4	88%	0	0	1
Mobile Express Pvt Ltd	8290.00	44		0.0	1.0	4	77%	0	0	0
Peach Imports	11999.00	498	13-20 days	3709.0	1.4474	4.5	84%	0	0	0
