Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Electro Mart	788.00	12		0.0	1.0	3.5	67%	1	0	0
ModernStores2017	788.00	1,488		0.0	1.0	4	79%	0	0	1
Celestial Retail	789.00	16		1.0	1.0013	4.5	88%	1	0	0
