Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1699.00	302,267		0.0	1.0	4.5	93%	1	1	1
CELLULARINDIAINC	1790.00	136	5-7 days	91.0	1.0536	4	76%	0	0	0
GXGW	2090.00	9		391.0	1.2301	3	44%	0	0	0
Express Deal	2190.00	634		491.0	1.289	5	98%	1	0	0
The-EStore	2290.00	154	1-4 days	591.0	1.3479	4.5	83%	0	0	0
