Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Khem singh enterprises	1550.00	12	6-8 days	0.0	1.0	4.5	83%	0	0	1
Dj Pundits	1850.00	76	20-27 days	300.0	1.1935	4.5	88%	0	0	0
G G	3647.00	4,505	11-19 days	2097.0	2.3529	4.5	87%	0	0	0
Doonmac	3647.00		8-15 days	2097.0	2.3529			0	0	0
