Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1398.00	302,277		0.0	1.0	4.5	93%	1	1	1
Portronics Digital Pvt Ltd	1449.00	917		51.0	1.0365	4.5	95%	1	0	0
Portronics Digital Pvt Ltd	1449.00	917	5-7 days	51.0	1.0365	4.5	95%	0	0	0
Classic Network and Computers	1850.00	1,925		452.0	1.3233	4	83%	1	0	0
Krazzy Deal	1898.00	20		500.0	1.3577	3.5	63%	0	0	0
