Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Digital India Mart	1099.00	6	5-7 days	0.0	1.0	3.5	50%	0	0	0
HAPPY DEALS4U	1199.00	27		100.0	1.091	4.5	89%	1	0	1
Classic Network and Computers	1232.00	1,925		133.0	1.121	4	83%	1	0	0
Classic Network and Computers	1232.00	1,925	5-7 days	133.0	1.121	4	83%	0	0	0
zenithtraders	1195.00	378	5-7 days	96.0	1.0874	4.5	90%	0	0	0
amarvagroup	1349.00	467	5-7 days	250.0	1.2275	4.5	89%	0	0	0
