Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
UniqueClick	1342.00	2,193		0.0	1.0	4	81%	1	0	0
Zupitex	1344.00	942		2.0	1.0015	5	100%	1	0	1
SHRI SAI TRADERS	1344.00	1	4-5 days	2.0	1.0015	5	100%	0	0	0
Theatre People	1350.00			8.0	1.006			0	0	0
FAST DEALS	1500.00			158.0	1.1177			1	0	0
