Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ROBINENTERPRISE	524.00	13	3-7 days	0.0	1.0	1.5	8%	0	0	0
ZERNA	599.00	130	6 days	75.0	1.1431	2.5	33%	0	0	1
A to Z GARMENTS	579.00	6	6-7 days	55.0	1.105	3.5	67%	0	0	0
Sai Photocopy And Stationery	650.00		1-4 days	126.0	1.2405			0	0	0
A to Z GARMENTS	599.00	6	6-7 days	75.0	1.1431	3.5	67%	0	0	0
AtharvEnterprise	639.00			115.0	1.2195			0	0	0
SHETH ENTERPRICE	1099.00	1	1-4 days	575.0	2.0973	5	100%	0	0	0
