Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ACCESS	3775.00	104	5-7 days	0.0	1.0	4	70%	0	0	1
ModernStores2017	4399.00	1,488		624.0	1.1653	4	79%	0	0	0
