Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Brainwavz Audio India	1299.00	651		0.0	1.0	4.5	94%	1	0	1
Brainwavz Audio India	1299.00	651		0.0	1.0	4.5	94%	0	0	1
G G	3113.00	4,506	11-19 days	1814.0	2.3965	4.5	87%	0	0	0
Cart2India SLP	3348.00	1,334	11-19 days	2049.0	2.5774	3	53%	0	0	0
Peach Imports	3399.00	498	2-4 days	2100.0	2.6166	4.5	84%	0	0	0
