Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Electro Mart	1170.00	12		0.0	1.0	3.5	67%	1	0	0
on the web	1170.00	10,867		0.0	1.0	4	82%	1	0	0
Appario Retail Private Ltd	1171.00	302,277		1.0	1.0009	4.5	93%	1	1	1
VNSM	1299.00	102		129.0	1.1103	4.5	92%	1	0	0
