Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
KOP TECHNOS	995.00	623		0.0	1.0	4.5	83%	1	0	1
UniqueClick	999.00	2,193		4.0	1.004	4	81%	1	0	0
