Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
StarkeConnect	4199.00	166		0.0	1.0	4.5	88%	1	0	1
Peach Imports	5999.00	498	12-19 days	1800.0	1.4287	4.5	84%	0	0	0
GadgetsMore	6999.00	9	16-23 days	2800.0	1.6668	4.5	89%	0	0	0
