Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Home & Beauty Store	5250.00	361		0.0	1.0	4	73%	1	0	1
HelloYehlo	8825.00	2,506	10-17 days	3575.0	1.681	4.5	87%	0	0	0
Kiron	17955.00	476	10-18 days	12705.0	3.42	5	100%	0	0	0
