Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario	4289.00	928		0.0	1.0	4	71%	1	0	1
ShivaSheesh	4290.00	54		1.0	1.0002	3	50%	1	0	0
STAR-MARK	4290.00	1,159		1.0	1.0002	4	72%	1	0	0
ACE E-Tail	4980.00	880		691.0	1.1611	4.5	92%	1	0	0
