Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
I-PLUS SOLUTIONS	1794.00	63		0.0	1.0	4	78%	1	0	1
Cannycom Store	1799.00	696		5.0	1.0028	4.5	93%	1	0	0
Asia Inc	2299.00			505.0	1.2815			0	0	0
Peach Imports	5999.00	498	13-20 days	4205.0	3.3439	4.5	84%	0	0	0
