Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Syska Retails	399.00	17	4-9 days	0.0	1.0	2.5	47%	0	0	0
Appario Retail Private Ltd	415.00	302,375		16.0	1.0401	4.5	93%	1	1	1
