Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Special Deals	9104.00	31		0.0	1.0	3.5	74%	1	0	0
Appario Retail Private Ltd	9105.00	302,202		1.0	1.0001	4.5	93%	1	1	1
itglobal	9540.00	602		436.0	1.0479	4.5	89%	1	0	0
DEALS AMAZING	9541.00	1,250		437.0	1.048	4	83%	1	0	0
Sri balaji fashion	11980.00	3		2876.0	1.3159	1.5	0%	0	0	0
