Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Headphone Zone Pvt Ltd	19999.00	67	5-7 days	0.0	1.0	4	72%	0	0	1
Peach Imports	39999.00	498	12-19 days	20000.0	2.0001	4.5	84%	0	0	0
Kiron	59325.00	476	10-18 days	39326.0	2.9664	5	100%	0	0	0
