Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Resonance world	1725.00	349		0.0	1.0	4.5	89%	1	0	0
mYnI	1725.00	49		0.0	1.0	4.5	88%	1	0	1
GrabAGadget	1725.00	5,221		0.0	1.0	4	84%	1	0	0
BL Enterprises	1798.00	104	6-8 days	73.0	1.0423	3.5	67%	0	0	0
LIFESTYLES	1750.00	897	4-8 days	25.0	1.0145	4.5	89%	0	0	0
Appario Retail Private Ltd	1849.00	302,155		124.0	1.0719	4.5	93%	1	1	0
R S Trade	1895.00	351		170.0	1.0986	4.5	94%	1	0	0
MyGoodChoice	2099.00	325		374.0	1.2168	4	88%	0	0	0
KadakMerch	2299.00	6	9-12 days	574.0	1.3328	3.5	67%	0	0	0
