Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Peach Imports	11999.00	498	12-19 days	0.0	1.0	4.5	84%	0	0	1
G G	15145.00	4,507	10-18 days	3146.0	1.2622	4.5	86%	0	0	0
Kiron	35960.00	476	10-18 days	23961.0	2.9969	5	100%	0	0	0
