Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
e9accessories	5499.00	9,670		0.0	1.0	4.5	92%	1	0	1
UniqueClick	6599.00	2,193		1100.0	1.2	4	81%	1	0	0
