Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
G G	4735.00	4,510	10-18 days	0.0	1.0	4.5	86%	0	0	1
Cart2India SLP	4748.00	1,334	10-18 days	13.0	1.0027	3	53%	0	0	0
Peach Imports	4999.00	498	13-20 days	264.0	1.0558	4.5	84%	0	0	0
Doonmac	5377.00		7-14 days	642.0	1.1356			0	0	0
