Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	3998.00	302,157		0.0	1.0	4.5	93%	1	1	1
Starone Electronics	3999.00	26		1.0	1.0003	4.5	92%	1	0	0
WEB-TAIL	4999.00	8,105		1001.0	1.2504	4	83%	1	0	0
Paradise Musicals	5499.00	134		1501.0	1.3754	5	96%	1	0	0
Peach Imports	14999.00	498	13-20 days	11001.0	3.7516	4.5	84%	0	0	0
