Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Mahaveer Mobile Shoppe	2549.00	1	5-6 days	0.0	1.0	1	0%	0	0	0
SR Gadgets	2599.00	7		50.0	1.0196	4.5	86%	1	0	1
Grey Stone	2999.00	95		450.0	1.1765	4	79%	1	0	0
SOLUTIONSWORLD	3299.00			750.0	1.2942			0	0	0
