Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SpeedEbazaar	465.00	59	8-11 days	0.0	1.0	4	80%	0	0	0
Oceans Trade Company	549.00	327		84.0	1.1806	3.5	64%	1	0	1
Cloudtrade	549.00	235	5-7 days	84.0	1.1806	4	84%	0	0	0
AnmolEnterprises	540.00	11	4-5 days	75.0	1.1613	3.5	45%	0	0	0
VIJAY COMPUTER AND TELECOM COMMUNICATIONS	549.00		5-7 days	84.0	1.1806			0	0	0
Classic Network and Computers	671.00	1,925		206.0	1.443	4	83%	1	0	0
Classic Network and Computers	671.00	1,925	5-7 days	206.0	1.443	4	83%	0	0	0
The-EStore	690.00	154	1-4 days	225.0	1.4839	4.5	83%	0	0	0
