Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
V direct	37989.00	19	16-23 days	0.0	1.0	4.5	84%	0	0	1
Peach Imports	37999.00	498	13-20 days	10.0	1.0003	4.5	84%	0	0	0
Kiron	85875.00	476	11-19 days	47886.0	2.2605	5	100%	0	0	0
