Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
LiHo Shopping	748.00	72		0.0	1.0	4	76%	0	0	1
Three Dots Lifestyle	749.00	16	4-6 days	1.0	1.0013	4.5	94%	0	0	0
