Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	3119.00	302,155		0.0	1.0	4.5	93%	1	1	1
Electro Mart	3119.00	12		0.0	1.0	3.5	67%	1	0	0
Express Deal	3120.00	634		1.0	1.0003	5	98%	1	0	0
on the web	3499.00	10,867		380.0	1.1218	4	82%	1	0	0
Ondots	3559.00	92		440.0	1.1411	3	54%	1	0	0
