Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Music Square	1350.00	3	6-8 days	0.0	1.0	2.5	33%	0	0	0
OMNI RETAIL	1435.00	228		85.0	1.063	4.5	84%	1	0	1
Appario Retail Private Ltd	1436.00	302,150		86.0	1.0637	4.5	93%	1	1	0
Khushi NX	1485.00	19	5-6 days	135.0	1.1	4	79%	0	0	0
CAMERA ART & SUPPORTS	1489.00	39	6-8 days	139.0	1.103	3.5	65%	0	0	0
WEB-TAIL	1490.00	8,105		140.0	1.1037	4	83%	0	0	0
