Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Edifier online store	1990.00	163		0.0	1.0	4.5	88%	1	0	1
G G	8640.00	4,505	11-19 days	6650.0	4.3417	4.5	87%	0	0	0
