Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Asia Inc	2499.00		6 days	0.0	1.0			0	0	1
Cart2India SLP	8350.00	1,334	9-17 days	5851.0	3.3413	3	53%	0	0	0
Kiron	11705.00	476	9-17 days	9206.0	4.6839	5	100%	0	0	0
