Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Gadget House India	999.00	187		0.0	1.0	4	78%	1	0	1
True Accessories	1180.00	196		181.0	1.1812	4.5	91%	1	0	0
True Accessories	1180.00	196	4-6 days	181.0	1.1812	4.5	91%	0	0	0
