Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
AT&T Shop	899.00	83		0.0	1.0	5	100%	1	0	1
V direct	2500.00	20	15-22 days	1601.0	2.7809	4	80%	0	0	0
G G	3132.00	4,507	10-18 days	2233.0	3.4839	4.5	86%	0	0	0
