Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Alphatec Audio Video Pvt Ltd	5999.00	1		0.0	1.0	5	100%	1	0	1
Peach Imports	14999.00	498	13-20 days	9000.0	2.5003	4.5	84%	0	0	0
Cart2India SLP	20349.00	1,333	11-19 days	14350.0	3.3921	3	53%	0	0	0
