Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Electronics Barrel	3714.00	115		0.0	1.0	3.5	67%	0	0	1
Electronics Barrel	3722.00	115		8.0	1.0022	3.5	67%	1	0	1
BrandzWagon	3724.00		10-11 days	10.0	1.0027			0	0	0
OMNI RETAIL	7665.00	229		3951.0	2.0638	4.5	84%	1	0	0
