Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	1829.00	302,239		0.0	1.0	4.5	93%	1	1	1
Resonance world	2499.00	350		670.0	1.3663	4.5	89%	1	0	0
