Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
R S Trade	7999.00	351		0.0	1.0	4.5	94%	1	0	0
Appario Retail Private Ltd	7999.00	302,245		0.0	1.0	4.5	93%	1	1	1
