Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Peach Imports	5999.00	498		0.0	1.0	4.5	84%	1	0	1
Kiron	49215.00	476	10-18 days	43216.0	8.2039	5	100%	0	0	0
