Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Appario Retail Private Ltd	8201.00	302,186		0.0	1.0	4.5	93%	1	1	1
Panoply Digital	10200.00	153	6-8 days	1999.0	1.2438	4.5	92%	0	0	0
STS Shop	10225.00	1,155	10-17 days	2024.0	1.2468	4	76%	0	0	0
HelloYehlo	11465.00	2,504	9-12 days	3264.0	1.398	4.5	87%	0	0	0
Peach Imports	13699.00	498	13-20 days	5498.0	1.6704	4.5	84%	0	0	0
Cart2India SLP	14350.00	1,334	11-19 days	6149.0	1.7498	3	53%	0	0	0
Kiron	18495.00	476	11-19 days	10294.0	2.2552	5	100%	0	0	0
