Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
JUST KOMPUTING	3750.00	117		0.0	1.0	4	77%	0	0	0
Daily Shoppers	4199.00	197	3-8 days	449.0	1.1197	4.5	92%	0	0	1
Peach Imports	5999.00	498	11-18 days	2249.0	1.5997	4.5	84%	0	0	0
Zuli	6459.00	57	20-23 days	2709.0	1.7224	5	100%	0	0	0
Cart2India SLP	7302.00	1,334	9-17 days	3552.0	1.9472	3	53%	0	0	0
