Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MAKING POSSIBLE	670.00	1	2-6 days	0.0	1.0	5	100%	0	0	0
Express Delivery Retail	700.00	849		30.0	1.0448	4	83%	1	0	1
Ezone Collections	750.00	17		80.0	1.1194	4.5	81%	0	0	0
