Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Brainwavz Audio India	1199.00	651		0.0	1.0	4.5	94%	1	0	1
Brainwavz Audio India	1199.00	651	5-6 days	0.0	1.0	4.5	94%	0	0	1
G G	3801.00	4,505	11-19 days	2602.0	3.1701	4.5	87%	0	0	0
Cart2India SLP	4548.00	1,333	11-19 days	3349.0	3.7932	3	53%	0	0	0
