Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
CLICKBUY	1890.00	959		0.0	1.0	4.5	88%	1	0	0
on the web	1890.00	10,867		0.0	1.0	4	82%	1	0	0
Appario Retail Private Ltd	1890.00	302,173		0.0	1.0	4.5	93%	1	1	1
Electro Mart	1890.00	12		0.0	1.0	3.5	67%	1	0	0
Kharidiye dot com	1890.00	8,320		0.0	1.0	4.5	85%	1	0	0
